CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,STATUS_ID,TABLE_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,PRODUCTLINE,MSRP,YEAR_ID,MONTH_ID,QTR_ID
Gifts4AllAges.com,10264.0,S32_2206,2004-06-30,20.0,32.59,651.8,4.0,Shipped,Small,59.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S32_2206,2004-08-02,27.0,36.61,988.47,10.0,Shipped,Small,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10285.0,S32_2206,2004-08-27,37.0,41.03,1518.11,1.0,Shipped,Small,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toys of Finland, Co.",10299.0,S32_2206,2004-09-30,24.0,42.24,1013.76,4.0,Shipped,Small,17.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10310.0,S32_2206,2004-10-16,36.0,43.05,1549.8,17.0,Shipped,Small,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Microscale Inc.,10319.0,S32_2206,2004-11-03,29.0,38.22,1108.38,5.0,Shipped,Small,80.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Motor Mint Distributors Inc.,10331.0,S32_2206,2004-11-17,28.0,100.0,4102.56,3.0,Shipped,Medium,46.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10343.0,S32_2206,2004-11-24,29.0,100.0,3713.16,5.0,Shipped,Medium,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10355.0,S32_2206,2004-12-07,38.0,39.83,1513.54,10.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10364.0,S32_2206,2005-01-06,48.0,48.28,2317.44,1.0,Shipped,Small,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10378.0,S32_2206,2005-02-10,40.0,82.46,3298.4,1.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10390.0,S32_2206,2005-03-04,41.0,44.56,1826.96,11.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10403.0,S32_2206,2005-04-08,30.0,40.23,1206.9,2.0,Shipped,Small,23.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10104.0,S32_2509,2003-01-31,35.0,47.62,1666.7,11.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"La Corne D'abondance, Co.",10114.0,S32_2509,2003-04-01,28.0,55.73,1560.44,2.0,Shipped,Small,63.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10127.0,S32_2509,2003-06-03,45.0,51.95,2337.75,13.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10141.0,S32_2509,2003-08-01,24.0,45.99,1103.76,7.0,Shipped,Small,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Oulu Toy Supplies, Inc.",10151.0,S32_2509,2003-09-21,41.0,63.85,2617.85,5.0,Shipped,Small,61.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10165.0,S32_2509,2003-10-22,48.0,45.99,2207.52,14.0,Shipped,Small,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Stylish Desk Decors, Co.",10175.0,S32_2509,2003-11-06,50.0,63.31,3165.5,3.0,Shipped,Medium,50.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Iberia Gift Imports, Corp.",10184.0,S32_2509,2003-11-14,33.0,62.77,2071.41,8.0,Shipped,Small,82.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Classics,10195.0,S32_2509,2003-11-25,32.0,43.29,1385.28,8.0,Shipped,Small,48.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Collectables,10207.0,S32_2509,2003-12-09,27.0,60.06,1621.62,9.0,Shipped,Small,65.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Collectibles Ltd.,10219.0,S32_2509,2004-02-10,35.0,55.19,1931.65,4.0,Shipped,Small,83.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10229.0,S32_2509,2004-03-11,23.0,54.11,1244.53,3.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10246.0,S32_2509,2004-05-05,35.0,48.7,1704.5,7.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10259.0,S32_2509,2004-06-15,40.0,43.83,1753.2,6.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10271.0,S32_2509,2004-07-20,35.0,47.62,1666.7,7.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10281.0,S32_2509,2004-08-19,31.0,55.19,1710.89,3.0,Shipped,Small,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10292.0,S32_2509,2004-09-08,50.0,46.53,2326.5,10.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10305.0,S32_2509,2004-10-13,40.0,57.9,2316.0,7.0,Shipped,Small,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10313.0,S32_2509,2004-10-22,38.0,45.45,1727.1,1.0,Shipped,Small,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10325.0,S32_2509,2004-11-05,38.0,100.0,8844.12,3.0,Shipped,Large,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10335.0,S32_2509,2004-11-19,40.0,60.6,2424.0,3.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10349.0,S32_2509,2004-12-01,33.0,46.53,1535.49,1.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10359.0,S32_2509,2004-12-15,36.0,100.0,6358.68,3.0,Shipped,Medium,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10371.0,S32_2509,2005-01-23,20.0,66.47,1329.4,2.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10383.0,S32_2509,2005-02-22,32.0,53.18,1701.76,5.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10394.0,S32_2509,2005-03-15,36.0,62.77,2259.72,3.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10412.0,S32_2509,2005-05-03,19.0,48.7,925.3,7.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10425.0,S32_2509,2005-05-31,11.0,43.83,482.13,6.0,In Process,Small,15.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10104.0,S32_3207,2003-01-31,49.0,65.87,3227.63,4.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Royale Belge,10116.0,S32_3207,2003-04-11,27.0,63.38,1711.26,1.0,Shipped,Small,91.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10127.0,S32_3207,2003-06-03,29.0,70.84,2054.36,6.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10142.0,S32_3207,2003-08-08,42.0,74.57,3131.94,16.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Gift Network, Co",10152.0,S32_3207,2003-09-25,33.0,50.95,1681.35,2.0,Shipped,Small,29.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10165.0,S32_3207,2003-10-22,44.0,53.44,2351.36,7.0,Shipped,Small,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10176.0,S32_3207,2003-11-06,22.0,64.0,1408.0,6.0,Shipped,Small,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Iberia Gift Imports, Corp.",10184.0,S32_3207,2003-11-14,48.0,50.95,2445.6,1.0,Shipped,Small,82.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Classics,10195.0,S32_3207,2003-11-25,33.0,54.68,1804.44,1.0,Shipped,Small,48.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Collectables,10207.0,S32_3207,2003-12-09,45.0,56.55,2544.75,2.0,Shipped,Small,65.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Clover Collections, Co.",10220.0,S32_3207,2004-02-12,20.0,52.82,1056.4,6.0,Shipped,Small,76.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10230.0,S32_3207,2004-03-15,46.0,60.9,2801.4,4.0,Shipped,Small,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10247.0,S32_3207,2004-05-05,40.0,49.71,1988.4,6.0,Shipped,Small,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10272.0,S32_3207,2004-07-20,45.0,64.63,2908.35,6.0,Shipped,Small,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10282.0,S32_3207,2004-08-20,36.0,59.65,2147.4,9.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10292.0,S32_3207,2004-09-08,31.0,67.73,2099.63,3.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10306.0,S32_3207,2004-10-14,46.0,50.33,2315.18,17.0,Shipped,Small,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10314.0,S32_3207,2004-10-22,35.0,66.49,2327.15,9.0,Shipped,Small,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10325.0,S32_3207,2004-11-05,28.0,100.0,5377.4,2.0,Shipped,Medium,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"La Corne D'abondance, Co.",10336.0,S32_3207,2004-11-20,31.0,84.71,2626.01,9.0,Shipped,Small,63.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10350.0,S32_3207,2004-12-02,27.0,100.0,4406.4,14.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10359.0,S32_3207,2004-12-15,22.0,100.0,4301.22,1.0,Shipped,Medium,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10371.0,S32_3207,2005-01-23,30.0,99.55,2986.5,11.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10383.0,S32_3207,2005-02-22,44.0,36.07,1587.08,8.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10394.0,S32_3207,2005-03-15,30.0,60.28,1808.4,4.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10413.0,S32_3207,2005-05-05,24.0,49.71,1193.04,6.0,Shipped,Small,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10103.0,S32_3522,2003-01-29,45.0,75.63,3403.35,7.0,Shipped,Medium,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10113.0,S32_3522,2003-03-26,23.0,68.52,1575.96,1.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10126.0,S32_3522,2003-05-28,26.0,62.7,1630.2,7.0,Shipped,Small,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10140.0,S32_3522,2003-07-24,28.0,60.76,1701.28,7.0,Shipped,Small,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10150.0,S32_3522,2003-09-19,49.0,58.18,2850.82,4.0,Shipped,Small,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Auto Werke,10164.0,S32_3522,2003-10-21,49.0,54.94,2692.06,5.0,Resolved,Small,64.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
"Stylish Desk Decors, Co.",10175.0,S32_3522,2003-11-06,29.0,74.98,2174.42,12.0,Shipped,Small,50.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Classic Gift Ideas, Inc",10183.0,S32_3522,2003-11-13,49.0,64.64,3167.36,4.0,Shipped,Medium,30.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10194.0,S32_3522,2003-11-25,39.0,54.94,2142.66,7.0,Shipped,Small,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10206.0,S32_3522,2003-12-05,36.0,58.82,2117.52,2.0,Shipped,Small,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10217.0,S32_3522,2004-02-04,39.0,62.05,2419.95,7.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10229.0,S32_3522,2004-03-11,30.0,73.04,2191.2,12.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Super Scale Inc.,10245.0,S32_3522,2004-05-04,44.0,69.16,3043.04,5.0,Shipped,Medium,35.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10258.0,S32_3522,2004-06-15,20.0,61.41,1228.2,2.0,Shipped,Small,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10270.0,S32_3522,2004-07-19,21.0,63.35,1330.35,5.0,Shipped,Small,21.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10281.0,S32_3522,2004-08-19,36.0,77.57,2792.52,12.0,Shipped,Small,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10291.0,S32_3522,2004-09-08,32.0,71.75,2296.0,7.0,Shipped,Small,38.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Assoc. & Cie.,10304.0,S32_3522,2004-10-11,36.0,73.04,2629.44,2.0,Shipped,Small,39.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10313.0,S32_3522,2004-10-22,34.0,56.24,1912.16,10.0,Shipped,Small,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10324.0,S32_3522,2004-11-05,48.0,100.0,8209.44,4.0,Shipped,Large,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10333.0,S32_3522,2004-11-18,33.0,73.69,2431.77,4.0,Shipped,Small,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10348.0,S32_3522,2004-11-01,31.0,100.0,3139.99,5.0,Shipped,Medium,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10358.0,S32_3522,2004-12-10,36.0,100.0,5669.64,2.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10370.0,S32_3522,2005-01-20,25.0,100.0,3160.25,3.0,Shipped,Medium,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10382.0,S32_3522,2005-02-17,48.0,100.0,6799.68,8.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Quebec Home Shopping Network,10411.0,S32_3522,2005-05-01,27.0,69.16,1867.32,5.0,Shipped,Small,44.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10424.0,S32_3522,2005-05-31,44.0,61.41,2702.04,2.0,In Process,Small,24.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10106.0,S32_4289,2003-02-17,33.0,72.92,2406.36,5.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10120.0,S32_4289,2003-04-29,29.0,72.23,2094.67,11.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10133.0,S32_4289,2003-06-27,49.0,57.1,2797.9,6.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Royale Belge,10144.0,S32_4289,2003-08-13,20.0,81.86,1637.2,1.0,Shipped,Small,91.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10168.0,S32_4289,2003-10-28,31.0,73.61,2281.91,12.0,Shipped,Small,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Osaka Souveniers Co.,10210.0,S32_4289,2004-01-12,39.0,59.16,2307.24,10.0,Shipped,Small,45.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10223.0,S32_4289,2004-02-20,20.0,66.04,1320.8,12.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Royal Canadian Collectables, Ltd.",10235.0,S32_4289,2004-04-02,34.0,77.73,2642.82,6.0,Shipped,Small,58.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10250.0,S32_4289,2004-05-11,50.0,61.22,3061.0,7.0,Shipped,Medium,62.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10262.0,S32_4289,2004-06-24,40.0,79.11,3164.4,2.0,Cancelled,Medium,24.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10275.0,S32_4289,2004-07-23,28.0,63.97,1791.16,12.0,Shipped,Small,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Norway Gifts By Mail, Co.",10284.0,S32_4289,2004-08-21,50.0,81.86,4093.0,4.0,Shipped,Medium,86.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Clover Collections, Co.",10297.0,S32_4289,2004-09-16,28.0,79.8,2234.4,7.0,Shipped,Small,76.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Classics,10308.0,S32_4289,2004-10-15,46.0,66.04,3037.84,10.0,Shipped,Medium,48.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
giftsbymail.co.uk,10316.0,S32_4289,2004-11-01,24.0,59.16,1419.84,2.0,Shipped,Small,60.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10328.0,S32_4289,2004-11-12,24.0,81.17,1948.08,5.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Enaco Distributors,10340.0,S32_4289,2004-11-24,39.0,59.16,2307.24,3.0,Shipped,Small,54.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Ideas Corp.,10353.0,S32_4289,2004-12-04,40.0,44.51,1780.4,7.0,Shipped,Small,89.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10361.0,S32_4289,2004-12-17,49.0,72.33,3544.17,2.0,Shipped,Medium,21.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10375.0,S32_4289,2005-02-03,44.0,82.26,3619.44,4.0,Shipped,Medium,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
FunGiftIdeas.com,10388.0,S32_4289,2005-03-03,35.0,100.0,3918.95,8.0,Shipped,Medium,22.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10398.0,S32_4289,2005-03-30,22.0,67.41,1483.02,4.0,Shipped,Small,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Tekni Collectables Inc.,10401.0,S32_4289,2005-04-03,62.0,77.73,4819.26,6.0,On Hold,Medium,13.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10416.0,S32_4289,2005-05-10,26.0,61.22,1591.72,7.0,Shipped,Small,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10108.0,S32_4485,2003-03-03,31.0,100.0,3669.78,16.0,Shipped,Medium,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Reims Collectables,10121.0,S32_4485,2003-05-07,25.0,86.74,2168.5,3.0,Shipped,Small,2.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10135.0,S32_4485,2003-07-02,30.0,89.8,2694.0,17.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10145.0,S32_4485,2003-08-25,27.0,100.0,3251.34,4.0,Shipped,Medium,4.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10159.0,S32_4485,2003-10-10,23.0,100.0,2347.15,12.0,Shipped,Small,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10169.0,S32_4485,2003-11-04,34.0,100.0,3920.88,12.0,Shipped,Medium,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Daedalus Designs Imports,10180.0,S32_4485,2003-11-11,22.0,100.0,2514.6,7.0,Shipped,Small,7.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10190.0,S32_4485,2003-11-19,42.0,85.72,3600.24,4.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10211.0,S32_4485,2004-01-15,37.0,100.0,4040.03,12.0,Shipped,Medium,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Daedalus Designs Imports,10224.0,S32_4485,2004-02-21,30.0,100.0,3336.9,5.0,Shipped,Medium,7.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10237.0,S32_4485,2004-04-05,27.0,100.0,3113.64,5.0,Shipped,Medium,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10252.0,S32_4485,2004-05-26,25.0,100.0,2832.0,9.0,Shipped,Small,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gifts4AllAges.com,10264.0,S32_4485,2004-06-30,34.0,97.97,3330.98,7.0,Shipped,Medium,59.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S32_4485,2004-08-02,38.0,100.0,4304.64,13.0,Shipped,Medium,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10285.0,S32_4485,2004-08-27,26.0,100.0,2600.26,4.0,Shipped,Small,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toys of Finland, Co.",10299.0,S32_4485,2004-09-30,38.0,100.0,4382.16,7.0,Shipped,Medium,17.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10309.0,S32_4485,2004-10-15,50.0,84.7,4235.0,3.0,Shipped,Medium,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Microscale Inc.,10319.0,S32_4485,2004-11-03,22.0,100.0,2626.8,8.0,Shipped,Small,80.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Motor Mint Distributors Inc.,10331.0,S32_4485,2004-11-17,32.0,100.0,5026.56,4.0,Shipped,Medium,46.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Salzburg Collectables,10341.0,S32_4485,2004-11-24,31.0,71.02,2201.62,4.0,Shipped,Small,20.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10355.0,S32_4485,2004-12-07,40.0,100.0,4326.8,5.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Creations Ltd.,10365.0,S32_4485,2005-01-07,22.0,100.0,3425.18,3.0,Shipped,Medium,51.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10375.0,S32_4485,2005-02-03,41.0,100.0,4701.88,15.0,Shipped,Medium,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10390.0,S32_4485,2005-03-04,45.0,48.98,2204.1,12.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10403.0,S32_4485,2005-04-08,45.0,100.0,5189.4,5.0,Shipped,Medium,23.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10106.0,S50_1341,2003-02-17,39.0,40.15,1565.85,6.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10120.0,S50_1341,2003-04-29,49.0,50.62,2480.38,12.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10133.0,S50_1341,2003-06-27,27.0,50.19,1355.13,7.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Creations Ltd.,10143.0,S50_1341,2003-08-10,34.0,36.66,1246.44,1.0,Shipped,Small,51.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10156.0,S50_1341,2003-10-08,20.0,41.02,820.4,1.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10168.0,S50_1341,2003-10-28,48.0,51.93,2492.64,13.0,Shipped,Small,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
West Coast Collectables Co.,10199.0,S50_1341,2003-12-01,29.0,38.4,1113.6,1.0,Shipped,Small,33.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Osaka Souveniers Co.,10210.0,S50_1341,2004-01-12,43.0,41.02,1763.86,11.0,Shipped,Small,45.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10223.0,S50_1341,2004-02-20,41.0,46.26,1896.66,13.0,Shipped,Small,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Royal Canadian Collectables, Ltd.",10235.0,S50_1341,2004-04-02,41.0,35.35,1449.35,7.0,Shipped,Small,58.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10250.0,S50_1341,2004-05-11,36.0,51.93,1869.48,8.0,Shipped,Small,62.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10262.0,S50_1341,2004-06-24,49.0,37.97,1860.53,3.0,Cancelled,Small,24.0,4.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10275.0,S50_1341,2004-07-23,38.0,45.39,1724.82,13.0,Shipped,Small,15.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Norway Gifts By Mail, Co.",10284.0,S50_1341,2004-08-21,33.0,51.93,1713.69,5.0,Shipped,Small,86.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Bavarian Collectables Imports, Co.",10296.0,S50_1341,2004-09-15,26.0,48.44,1259.44,1.0,Shipped,Small,90.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
